sample,transcript_id,TPM,gene,biotype
Tem_GSM4427966_24_25,ENSMUST00000118875,1772.845522,Gapdh,protein_coding
Tem_GSM4427966_24_25,ENSMUST00000073605,0,Gapdh,protein_coding
Tem_GSM4427966_24_25,ENSMUST00000183272,5.290215,Gapdh,protein_coding
Tem_GSM4427966_24_25,ENSMUST00000182464,0.485589,Gapdh,retained_intron
Tem_GSM4427966_24_25,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Tem_GSM4427966_24_25,ENSMUST00000182115,133.019998,Gapdh,protein_coding_CDS_not_defined
Tem_GSM4427966_24_25,ENSMUST00000182052,0.837335,Gapdh,protein_coding
Tem_GSM4427966_24_25,ENSMUST00000182277,1.930787,Gapdh,protein_coding
Tem_GSM4427966_24_25,ENSMUST00000182670,1.177326,Gapdh,protein_coding_CDS_not_defined
Tem_GSM4427966_24_25,ENSMUST00000144588,29.112907,Gapdh,retained_intron
Tem_GSM4427966_24_25,ENSMUST00000100497,11833.854793,Actb,protein_coding
Tem_GSM4427966_24_25,ENSMUST00000196997,2.984329,Actb,protein_coding_CDS_not_defined
Tem_GSM4427966_24_25,ENSMUST00000167721,116.884332,Actb,protein_coding
Tem_GSM4427966_24_25,ENSMUST00000171419,33.43538,Actb,protein_coding
Tem_GSM4427966_24_25,ENSMUST00000167386,1.694249,Actb,protein_coding_CDS_not_defined
Tem_GSM4427966_24_25,ENSMUST00000163829,6.25075,Actb,protein_coding
Tem_GSM4427966_24_25,ENSMUST00000106216,10.681942,Actb,protein_coding
Tem_GSM4427966_24_25,ENSMUST00000165629,35.610963,Actb,retained_intron
Tem_GSM4427966_24_25,ENSMUST00000164765,17.083797,Actb,retained_intron
Tem_GSM4427968_26_27,ENSMUST00000168919,11.756891,Klrk1,protein_coding
Tem_GSM4427968_26_27,ENSMUST00000032252,29.106686,Klrk1,protein_coding
Tem_GSM4427968_26_27,ENSMUST00000095412,0,Klrk1,protein_coding
Tem_GSM4427968_26_27,ENSMUST00000152256,5.039551,Klrk1,retained_intron
Tem_GSM4427968_26_27,ENSMUST00000137660,5.562546,Klrk1,retained_intron
Tem_GSM4427968_26_27,ENSMUST00000204694,1.684924,Klrk1,retained_intron
Tem_GSM4427968_26_27,ENSMUST00000192506,17.100694,Gapdh,retained_intron
Tem_GSM4427968_26_27,ENSMUST00000147954,8.097892,Gapdh,retained_intron
Tem_GSM4427968_26_27,ENSMUST00000117757,68.85063,Gapdh,protein_coding
Tem_GSM4427968_26_27,ENSMUST00000118875,1819.779953,Gapdh,protein_coding
Tem_GSM4427968_26_27,ENSMUST00000073605,0,Gapdh,protein_coding
Tem_GSM4427968_26_27,ENSMUST00000183272,3.324062,Gapdh,protein_coding
Tem_GSM4427968_26_27,ENSMUST00000182464,0.177633,Gapdh,retained_intron
Tem_GSM4427968_26_27,ENSMUST00000144205,0.172912,Gapdh,protein_coding_CDS_not_defined
Tem_GSM4427968_26_27,ENSMUST00000182115,196.41757,Gapdh,protein_coding_CDS_not_defined
Tem_GSM4427968_26_27,ENSMUST00000182052,1.011947,Gapdh,protein_coding
Tem_GSM4427968_26_27,ENSMUST00000182277,3.385616,Gapdh,protein_coding
Tem_GSM4427968_26_27,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
Tem_GSM4427968_26_27,ENSMUST00000144588,26.470879,Gapdh,retained_intron
Tem_GSM4427968_26_27,ENSMUST00000100497,12567.175317,Actb,protein_coding
Tem_GSM4427968_26_27,ENSMUST00000196997,0.718295,Actb,protein_coding_CDS_not_defined
Tem_GSM4427968_26_27,ENSMUST00000167721,169.856041,Actb,protein_coding
Tem_GSM4427968_26_27,ENSMUST00000171419,32.997081,Actb,protein_coding
Tem_GSM4427968_26_27,ENSMUST00000167386,0.683183,Actb,protein_coding_CDS_not_defined
Tem_GSM4427968_26_27,ENSMUST00000163829,1.625675,Actb,protein_coding
Tem_GSM4427968_26_27,ENSMUST00000106216,11.383193,Actb,protein_coding
Tem_GSM4427968_26_27,ENSMUST00000165629,33.122749,Actb,retained_intron
Tem_GSM4427968_26_27,ENSMUST00000164765,15.290449,Actb,retained_intron
Tn_GSM4427970_28_29,ENSMUST00000168919,0.722357,Klrk1,protein_coding
Tn_GSM4427970_28_29,ENSMUST00000032252,1.416155,Klrk1,protein_coding
Tn_GSM4427970_28_29,ENSMUST00000095412,0,Klrk1,protein_coding
Tn_GSM4427970_28_29,ENSMUST00000152256,0.068681,Klrk1,retained_intron
Tn_GSM4427970_28_29,ENSMUST00000137660,0.269816,Klrk1,retained_intron
Tn_GSM4427970_28_29,ENSMUST00000204694,0.064914,Klrk1,retained_intron
Tn_GSM4427970_28_29,ENSMUST00000192506,30.4085,Gapdh,retained_intron
Tn_GSM4427970_28_29,ENSMUST00000147954,15.731071,Gapdh,retained_intron
Tn_GSM4427970_28_29,ENSMUST00000117757,37.80536,Gapdh,protein_coding
Tn_GSM4427970_28_29,ENSMUST00000118875,894.944087,Gapdh,protein_coding
Tn_GSM4427970_28_29,ENSMUST00000073605,0,Gapdh,protein_coding
Tn_GSM4427970_28_29,ENSMUST00000183272,0,Gapdh,protein_coding
Tn_GSM4427970_28_29,ENSMUST00000182464,0.962454,Gapdh,retained_intron
Tn_GSM4427970_28_29,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Tn_GSM4427970_28_29,ENSMUST00000182115,92.758623,Gapdh,protein_coding_CDS_not_defined
Tn_GSM4427970_28_29,ENSMUST00000182052,0.637078,Gapdh,protein_coding
Tn_GSM4427970_28_29,ENSMUST00000182277,4.148102,Gapdh,protein_coding
Tn_GSM4427970_28_29,ENSMUST00000182670,0.326097,Gapdh,protein_coding_CDS_not_defined
Tn_GSM4427970_28_29,ENSMUST00000144588,45.153998,Gapdh,retained_intron
Tn_GSM4427970_28_29,ENSMUST00000100497,7081.641277,Actb,protein_coding
Tn_GSM4427970_28_29,ENSMUST00000196997,0,Actb,protein_coding_CDS_not_defined
Tn_GSM4427970_28_29,ENSMUST00000167721,142.073019,Actb,protein_coding
Tn_GSM4427970_28_29,ENSMUST00000171419,63.818884,Actb,protein_coding
Tn_GSM4427970_28_29,ENSMUST00000167386,0.830119,Actb,protein_coding_CDS_not_defined
Tn_GSM4427970_28_29,ENSMUST00000163829,0,Actb,protein_coding
Tn_GSM4427970_28_29,ENSMUST00000106216,20.967961,Actb,protein_coding
Tn_GSM4427970_28_29,ENSMUST00000165629,64.030885,Actb,retained_intron
Tn_GSM4427970_28_29,ENSMUST00000164765,34.983509,Actb,retained_intron
TCF7cKO_Post7_1,ENSMUST00000168919,19.547839,Klrk1,protein_coding
TCF7cKO_Post7_1,ENSMUST00000032252,188.067366,Klrk1,protein_coding
TCF7cKO_Post7_1,ENSMUST00000095412,73.028376,Klrk1,protein_coding
TCF7cKO_Post7_1,ENSMUST00000152256,3.581815,Klrk1,retained_intron
TCF7cKO_Post7_1,ENSMUST00000137660,3.838147,Klrk1,retained_intron
TCF7cKO_Post7_1,ENSMUST00000204694,0.59687,Klrk1,retained_intron
TCF7cKO_Post7_1,ENSMUST00000192506,0.632935,Gapdh,retained_intron
TCF7cKO_Post7_1,ENSMUST00000147954,3.721901,Gapdh,retained_intron
TCF7cKO_Post7_1,ENSMUST00000117757,6.102737,Gapdh,protein_coding
TCF7cKO_Post7_1,ENSMUST00000118875,458.592118,Gapdh,protein_coding
TCF7cKO_Post7_1,ENSMUST00000073605,0,Gapdh,protein_coding
TCF7cKO_Post7_1,ENSMUST00000183272,0,Gapdh,protein_coding
TCF7cKO_Post7_1,ENSMUST00000182464,1.213172,Gapdh,retained_intron
TCF7cKO_Post7_1,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Post7_1,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Post7_1,ENSMUST00000182052,0,Gapdh,protein_coding
TCF7cKO_Post7_1,ENSMUST00000182277,0.504576,Gapdh,protein_coding
TCF7cKO_Post7_1,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Post7_1,ENSMUST00000144588,0.560913,Gapdh,retained_intron
TCF7cKO_Post7_1,ENSMUST00000100497,592.334076,Actb,protein_coding
TCF7cKO_Post7_1,ENSMUST00000196997,0,Actb,protein_coding_CDS_not_defined
TCF7cKO_Post7_1,ENSMUST00000167721,77.32905,Actb,protein_coding
TCF7cKO_Post7_1,ENSMUST00000171419,105.209449,Actb,protein_coding
TCF7cKO_Post7_1,ENSMUST00000167386,0,Actb,protein_coding_CDS_not_defined
TCF7cKO_Post7_1,ENSMUST00000163829,0,Actb,protein_coding
TCF7cKO_Post7_1,ENSMUST00000106216,0,Actb,protein_coding
TCF7cKO_Post7_1,ENSMUST00000165629,0,Actb,retained_intron
TCF7cKO_Post7_1,ENSMUST00000164765,0.499475,Actb,retained_intron
TCF7cKO_Post7_2,ENSMUST00000168919,11.966335,Klrk1,protein_coding
TCF7cKO_Post7_2,ENSMUST00000032252,135.085306,Klrk1,protein_coding
TCF7cKO_Post7_2,ENSMUST00000095412,59.997486,Klrk1,protein_coding
TCF7cKO_Post7_2,ENSMUST00000152256,2.01818,Klrk1,retained_intron
TCF7cKO_Post7_2,ENSMUST00000137660,1.09225,Klrk1,retained_intron
TCF7cKO_Post7_2,ENSMUST00000204694,1.20627,Klrk1,retained_intron
TCF7cKO_Post7_2,ENSMUST00000192506,0.343026,Gapdh,retained_intron
TCF7cKO_Post7_2,ENSMUST00000147954,6.43632,Gapdh,retained_intron
TCF7cKO_Post7_2,ENSMUST00000117757,22.963196,Gapdh,protein_coding
TCF7cKO_Post7_2,ENSMUST00000118875,463.164133,Gapdh,protein_coding
TCF7cKO_Post7_2,ENSMUST00000073605,0,Gapdh,protein_coding
TCF7cKO_Post7_2,ENSMUST00000183272,0,Gapdh,protein_coding
TCF7cKO_Post7_2,ENSMUST00000182464,0,Gapdh,retained_intron
TCF7cKO_Post7_2,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Post7_2,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Post7_2,ENSMUST00000182052,0,Gapdh,protein_coding
TCF7cKO_Post7_2,ENSMUST00000182277,0.328997,Gapdh,protein_coding
TCF7cKO_Post7_2,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Post7_2,ENSMUST00000144588,0,Gapdh,retained_intron
TCF7cKO_Post7_2,ENSMUST00000100497,877.301109,Actb,protein_coding
TCF7cKO_Post7_2,ENSMUST00000196997,0,Actb,protein_coding_CDS_not_defined
TCF7cKO_Post7_2,ENSMUST00000167721,100.227442,Actb,protein_coding
TCF7cKO_Post7_2,ENSMUST00000171419,133.784406,Actb,protein_coding
TCF7cKO_Post7_2,ENSMUST00000167386,0,Actb,protein_coding_CDS_not_defined
TCF7cKO_Post7_2,ENSMUST00000163829,14.948135,Actb,protein_coding
TCF7cKO_Post7_2,ENSMUST00000106216,0,Actb,protein_coding
TCF7cKO_Post7_2,ENSMUST00000165629,0,Actb,retained_intron
TCF7cKO_Post7_2,ENSMUST00000164765,0.201791,Actb,retained_intron
TCF7cKO_Post7_3,ENSMUST00000168919,18.690197,Klrk1,protein_coding
TCF7cKO_Post7_3,ENSMUST00000032252,200.408902,Klrk1,protein_coding
TCF7cKO_Post7_3,ENSMUST00000095412,102.780583,Klrk1,protein_coding
TCF7cKO_Post7_3,ENSMUST00000152256,3.897725,Klrk1,retained_intron
TCF7cKO_Post7_3,ENSMUST00000137660,3.887975,Klrk1,retained_intron
TCF7cKO_Post7_3,ENSMUST00000204694,0.310502,Klrk1,retained_intron
TCF7cKO_Post7_3,ENSMUST00000192506,0.132832,Gapdh,retained_intron
TCF7cKO_Post7_3,ENSMUST00000147954,0,Gapdh,retained_intron
TCF7cKO_Post7_3,ENSMUST00000117757,15.675863,Gapdh,protein_coding
TCF7cKO_Post7_3,ENSMUST00000118875,392.302264,Gapdh,protein_coding
TCF7cKO_Post7_3,ENSMUST00000073605,0,Gapdh,protein_coding
TCF7cKO_Post7_3,ENSMUST00000183272,0,Gapdh,protein_coding
TCF7cKO_Post7_3,ENSMUST00000182464,0,Gapdh,retained_intron
TCF7cKO_Post7_3,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Post7_3,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Post7_3,ENSMUST00000182052,0.4375,Gapdh,protein_coding
TCF7cKO_Post7_3,ENSMUST00000182277,0,Gapdh,protein_coding
TCF7cKO_Post7_3,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Post7_3,ENSMUST00000144588,0,Gapdh,retained_intron
TCF7cKO_Post7_3,ENSMUST00000100497,487.346313,Actb,protein_coding
TCF7cKO_Post7_3,ENSMUST00000196997,0,Actb,protein_coding_CDS_not_defined
TCF7cKO_Post7_3,ENSMUST00000167721,42.705427,Actb,protein_coding
TCF7cKO_Post7_3,ENSMUST00000171419,29.750425,Actb,protein_coding
TCF7cKO_Post7_3,ENSMUST00000167386,0,Actb,protein_coding_CDS_not_defined
TCF7cKO_Post7_3,ENSMUST00000163829,14.568516,Actb,protein_coding
TCF7cKO_Post7_3,ENSMUST00000106216,0,Actb,protein_coding
TCF7cKO_Post7_3,ENSMUST00000165629,0,Actb,retained_intron
TCF7cKO_Post7_3,ENSMUST00000164765,0.686114,Actb,retained_intron
TCF7cKO_Pre_1,ENSMUST00000168919,13.033031,Klrk1,protein_coding
TCF7cKO_Pre_1,ENSMUST00000032252,17.477724,Klrk1,protein_coding
TCF7cKO_Pre_1,ENSMUST00000095412,19.101024,Klrk1,protein_coding
TCF7cKO_Pre_1,ENSMUST00000152256,1.819618,Klrk1,retained_intron
TCF7cKO_Pre_1,ENSMUST00000137660,2.027688,Klrk1,retained_intron
TCF7cKO_Pre_1,ENSMUST00000204694,1.767146,Klrk1,retained_intron
TCF7cKO_Pre_1,ENSMUST00000192506,0.65879,Gapdh,retained_intron
TCF7cKO_Pre_1,ENSMUST00000147954,10.215053,Gapdh,retained_intron
TCF7cKO_Pre_1,ENSMUST00000117757,0,Gapdh,protein_coding
TCF7cKO_Pre_1,ENSMUST00000118875,319.141648,Gapdh,protein_coding
TCF7cKO_Pre_1,ENSMUST00000073605,0,Gapdh,protein_coding
TCF7cKO_Pre_1,ENSMUST00000183272,0,Gapdh,protein_coding
TCF7cKO_Pre_1,ENSMUST00000182464,0,Gapdh,retained_intron
TCF7cKO_Pre_1,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Pre_1,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Pre_1,ENSMUST00000182052,0,Gapdh,protein_coding
TCF7cKO_Pre_1,ENSMUST00000182277,0,Gapdh,protein_coding
TCF7cKO_Pre_1,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Pre_1,ENSMUST00000144588,0,Gapdh,retained_intron
TCF7cKO_Pre_1,ENSMUST00000100497,846.440078,Actb,protein_coding
TCF7cKO_Pre_1,ENSMUST00000196997,0,Actb,protein_coding_CDS_not_defined
TCF7cKO_Pre_1,ENSMUST00000167721,12.722187,Actb,protein_coding
TCF7cKO_Pre_1,ENSMUST00000171419,0.888636,Actb,protein_coding
TCF7cKO_Pre_1,ENSMUST00000167386,0.913672,Actb,protein_coding_CDS_not_defined
TCF7cKO_Pre_1,ENSMUST00000163829,0,Actb,protein_coding
TCF7cKO_Pre_1,ENSMUST00000106216,0,Actb,protein_coding
TCF7cKO_Pre_1,ENSMUST00000165629,3.283453,Actb,retained_intron
TCF7cKO_Pre_1,ENSMUST00000164765,0.572544,Actb,retained_intron
TCF7cKO_Pre_2,ENSMUST00000168919,11.441901,Klrk1,protein_coding
TCF7cKO_Pre_2,ENSMUST00000032252,15.330271,Klrk1,protein_coding
TCF7cKO_Pre_2,ENSMUST00000095412,0,Klrk1,protein_coding
TCF7cKO_Pre_2,ENSMUST00000152256,2.659453,Klrk1,retained_intron
TCF7cKO_Pre_2,ENSMUST00000137660,0,Klrk1,retained_intron
TCF7cKO_Pre_2,ENSMUST00000204694,1.939942,Klrk1,retained_intron
TCF7cKO_Pre_2,ENSMUST00000192506,5.221375,Gapdh,retained_intron
TCF7cKO_Pre_2,ENSMUST00000147954,89.837852,Gapdh,retained_intron
TCF7cKO_Pre_2,ENSMUST00000117757,0,Gapdh,protein_coding
TCF7cKO_Pre_2,ENSMUST00000118875,261.65306,Gapdh,protein_coding
TCF7cKO_Pre_2,ENSMUST00000073605,0,Gapdh,protein_coding
TCF7cKO_Pre_2,ENSMUST00000183272,0,Gapdh,protein_coding
TCF7cKO_Pre_2,ENSMUST00000182464,0,Gapdh,retained_intron
TCF7cKO_Pre_2,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Pre_2,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Pre_2,ENSMUST00000182052,0,Gapdh,protein_coding
TCF7cKO_Pre_2,ENSMUST00000182277,0,Gapdh,protein_coding
TCF7cKO_Pre_2,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Pre_2,ENSMUST00000144588,4.476703,Gapdh,retained_intron
TCF7cKO_Pre_2,ENSMUST00000100497,884.084736,Actb,protein_coding
TCF7cKO_Pre_2,ENSMUST00000196997,0,Actb,protein_coding_CDS_not_defined
TCF7cKO_Pre_2,ENSMUST00000167721,0.735591,Actb,protein_coding
TCF7cKO_Pre_2,ENSMUST00000171419,0,Actb,protein_coding
TCF7cKO_Pre_2,ENSMUST00000167386,0,Actb,protein_coding_CDS_not_defined
TCF7cKO_Pre_2,ENSMUST00000163829,0,Actb,protein_coding
TCF7cKO_Pre_2,ENSMUST00000106216,0,Actb,protein_coding
TCF7cKO_Pre_2,ENSMUST00000165629,0,Actb,retained_intron
TCF7cKO_Pre_2,ENSMUST00000164765,1.608448,Actb,retained_intron
TCF7cKO_Pre_3,ENSMUST00000168919,8.301515,Klrk1,protein_coding
TCF7cKO_Pre_3,ENSMUST00000032252,14.104465,Klrk1,protein_coding
TCF7cKO_Pre_3,ENSMUST00000095412,0,Klrk1,protein_coding
TCF7cKO_Pre_3,ENSMUST00000152256,2.871214,Klrk1,retained_intron
TCF7cKO_Pre_3,ENSMUST00000137660,0.493312,Klrk1,retained_intron
TCF7cKO_Pre_3,ENSMUST00000204694,1.429358,Klrk1,retained_intron
TCF7cKO_Pre_3,ENSMUST00000192506,4.834983,Gapdh,retained_intron
TCF7cKO_Pre_3,ENSMUST00000147954,13.128183,Gapdh,retained_intron
TCF7cKO_Pre_3,ENSMUST00000117757,0,Gapdh,protein_coding
TCF7cKO_Pre_3,ENSMUST00000118875,496.057711,Gapdh,protein_coding
TCF7cKO_Pre_3,ENSMUST00000073605,0,Gapdh,protein_coding
TCF7cKO_Pre_3,ENSMUST00000183272,0,Gapdh,protein_coding
TCF7cKO_Pre_3,ENSMUST00000182464,0,Gapdh,retained_intron
TCF7cKO_Pre_3,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Pre_3,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Pre_3,ENSMUST00000182052,0,Gapdh,protein_coding
TCF7cKO_Pre_3,ENSMUST00000182277,0,Gapdh,protein_coding
TCF7cKO_Pre_3,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
TCF7cKO_Pre_3,ENSMUST00000144588,0.457039,Gapdh,retained_intron
TCF7cKO_Pre_3,ENSMUST00000100497,2801.504401,Actb,protein_coding
TCF7cKO_Pre_3,ENSMUST00000196997,0,Actb,protein_coding_CDS_not_defined
TCF7cKO_Pre_3,ENSMUST00000167721,35.587487,Actb,protein_coding
TCF7cKO_Pre_3,ENSMUST00000171419,0.908923,Actb,protein_coding
TCF7cKO_Pre_3,ENSMUST00000167386,0.300693,Actb,protein_coding_CDS_not_defined
TCF7cKO_Pre_3,ENSMUST00000163829,42.62231,Actb,protein_coding
TCF7cKO_Pre_3,ENSMUST00000106216,0,Actb,protein_coding
TCF7cKO_Pre_3,ENSMUST00000165629,3.080208,Actb,retained_intron
TCF7cKO_Pre_3,ENSMUST00000164765,0,Actb,retained_intron
WT_Post7_1,ENSMUST00000168919,5.463211,Klrk1,protein_coding
WT_Post7_1,ENSMUST00000032252,34.152209,Klrk1,protein_coding
WT_Post7_1,ENSMUST00000095412,19.352691,Klrk1,protein_coding
WT_Post7_1,ENSMUST00000152256,1.041937,Klrk1,retained_intron
WT_Post7_1,ENSMUST00000137660,1.032441,Klrk1,retained_intron
WT_Post7_1,ENSMUST00000204694,0.179251,Klrk1,retained_intron
WT_Post7_1,ENSMUST00000192506,0.505433,Gapdh,retained_intron
WT_Post7_1,ENSMUST00000147954,1.473693,Gapdh,retained_intron
WT_Post7_1,ENSMUST00000117757,501.183923,Gapdh,protein_coding
WT_Post7_1,ENSMUST00000118875,2784.350141,Gapdh,protein_coding
WT_Post7_1,ENSMUST00000073605,0,Gapdh,protein_coding
WT_Post7_1,ENSMUST00000183272,5.310444,Gapdh,protein_coding
WT_Post7_1,ENSMUST00000182464,0,Gapdh,retained_intron
WT_Post7_1,ENSMUST00000144205,1.489782,Gapdh,protein_coding_CDS_not_defined
WT_Post7_1,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
WT_Post7_1,ENSMUST00000182052,6.84161,Gapdh,protein_coding
WT_Post7_1,ENSMUST00000182277,0.991096,Gapdh,protein_coding
WT_Post7_1,ENSMUST00000182670,1.250443,Gapdh,protein_coding_CDS_not_defined
WT_Post7_1,ENSMUST00000144588,0,Gapdh,retained_intron
WT_Post7_1,ENSMUST00000100497,2117.016472,Actb,protein_coding
WT_Post7_1,ENSMUST00000196997,0,Actb,protein_coding_CDS_not_defined
WT_Post7_1,ENSMUST00000167721,136.53068,Actb,protein_coding
WT_Post7_1,ENSMUST00000171419,59.066442,Actb,protein_coding
WT_Post7_1,ENSMUST00000167386,0,Actb,protein_coding_CDS_not_defined
WT_Post7_1,ENSMUST00000163829,132.14925,Actb,protein_coding
WT_Post7_1,ENSMUST00000106216,0,Actb,protein_coding
WT_Post7_1,ENSMUST00000165629,0,Actb,retained_intron
WT_Post7_1,ENSMUST00000164765,0,Actb,retained_intron
WT_Post7_2,ENSMUST00000168919,0.566956,Klrk1,protein_coding
WT_Post7_2,ENSMUST00000032252,3.837282,Klrk1,protein_coding
WT_Post7_2,ENSMUST00000095412,2.333107,Klrk1,protein_coding
WT_Post7_2,ENSMUST00000152256,0.040964,Klrk1,retained_intron
WT_Post7_2,ENSMUST00000137660,0,Klrk1,retained_intron
WT_Post7_2,ENSMUST00000204694,0.125369,Klrk1,retained_intron
WT_Post7_2,ENSMUST00000192506,0.817057,Gapdh,retained_intron
WT_Post7_2,ENSMUST00000147954,0,Gapdh,retained_intron
WT_Post7_2,ENSMUST00000117757,652.180586,Gapdh,protein_coding
WT_Post7_2,ENSMUST00000118875,4260.322304,Gapdh,protein_coding
WT_Post7_2,ENSMUST00000073605,0,Gapdh,protein_coding
WT_Post7_2,ENSMUST00000183272,2.287907,Gapdh,protein_coding
WT_Post7_2,ENSMUST00000182464,0,Gapdh,retained_intron
WT_Post7_2,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
WT_Post7_2,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
WT_Post7_2,ENSMUST00000182052,2.568671,Gapdh,protein_coding
WT_Post7_2,ENSMUST00000182277,2.770243,Gapdh,protein_coding
WT_Post7_2,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
WT_Post7_2,ENSMUST00000144588,1.27499,Gapdh,retained_intron
WT_Post7_2,ENSMUST00000100497,2865.581781,Actb,protein_coding
WT_Post7_2,ENSMUST00000196997,0.977771,Actb,protein_coding_CDS_not_defined
WT_Post7_2,ENSMUST00000167721,151.275196,Actb,protein_coding
WT_Post7_2,ENSMUST00000171419,4.428874,Actb,protein_coding
WT_Post7_2,ENSMUST00000167386,0.111507,Actb,protein_coding_CDS_not_defined
WT_Post7_2,ENSMUST00000163829,80.252177,Actb,protein_coding
WT_Post7_2,ENSMUST00000106216,0,Actb,protein_coding
WT_Post7_2,ENSMUST00000165629,0,Actb,retained_intron
WT_Post7_2,ENSMUST00000164765,0.174959,Actb,retained_intron
WT_Post7_3,ENSMUST00000168919,10.85481,Klrk1,protein_coding
WT_Post7_3,ENSMUST00000032252,83.319778,Klrk1,protein_coding
WT_Post7_3,ENSMUST00000095412,48.975016,Klrk1,protein_coding
WT_Post7_3,ENSMUST00000152256,3.955384,Klrk1,retained_intron
WT_Post7_3,ENSMUST00000137660,2.169204,Klrk1,retained_intron
WT_Post7_3,ENSMUST00000204694,0.383038,Klrk1,retained_intron
WT_Post7_3,ENSMUST00000192506,0.178547,Gapdh,retained_intron
WT_Post7_3,ENSMUST00000147954,0.774812,Gapdh,retained_intron
WT_Post7_3,ENSMUST00000117757,100.667368,Gapdh,protein_coding
WT_Post7_3,ENSMUST00000118875,811.657763,Gapdh,protein_coding
WT_Post7_3,ENSMUST00000073605,0,Gapdh,protein_coding
WT_Post7_3,ENSMUST00000183272,0.240324,Gapdh,protein_coding
WT_Post7_3,ENSMUST00000182464,0,Gapdh,retained_intron
WT_Post7_3,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
WT_Post7_3,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
WT_Post7_3,ENSMUST00000182052,0,Gapdh,protein_coding
WT_Post7_3,ENSMUST00000182277,0.33866,Gapdh,protein_coding
WT_Post7_3,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
WT_Post7_3,ENSMUST00000144588,0.583968,Gapdh,retained_intron
WT_Post7_3,ENSMUST00000100497,785.354608,Actb,protein_coding
WT_Post7_3,ENSMUST00000196997,0,Actb,protein_coding_CDS_not_defined
WT_Post7_3,ENSMUST00000167721,4.088006,Actb,protein_coding
WT_Post7_3,ENSMUST00000171419,0,Actb,protein_coding
WT_Post7_3,ENSMUST00000167386,0.134027,Actb,protein_coding_CDS_not_defined
WT_Post7_3,ENSMUST00000163829,0,Actb,protein_coding
WT_Post7_3,ENSMUST00000106216,0,Actb,protein_coding
WT_Post7_3,ENSMUST00000165629,0.628846,Actb,retained_intron
WT_Post7_3,ENSMUST00000164765,1.014259,Actb,retained_intron
WT_Pre_1,ENSMUST00000168919,13.843181,Klrk1,protein_coding
WT_Pre_1,ENSMUST00000032252,20.54401,Klrk1,protein_coding
WT_Pre_1,ENSMUST00000095412,22.067315,Klrk1,protein_coding
WT_Pre_1,ENSMUST00000152256,1.172858,Klrk1,retained_intron
WT_Pre_1,ENSMUST00000137660,0.197632,Klrk1,retained_intron
WT_Pre_1,ENSMUST00000204694,2.138094,Klrk1,retained_intron
WT_Pre_1,ENSMUST00000192506,2.657515,Gapdh,retained_intron
WT_Pre_1,ENSMUST00000147954,16.270198,Gapdh,retained_intron
WT_Pre_1,ENSMUST00000117757,73.756365,Gapdh,protein_coding
WT_Pre_1,ENSMUST00000118875,544.997668,Gapdh,protein_coding
WT_Pre_1,ENSMUST00000073605,0,Gapdh,protein_coding
WT_Pre_1,ENSMUST00000183272,0.212941,Gapdh,protein_coding
WT_Pre_1,ENSMUST00000182464,4.524578,Gapdh,retained_intron
WT_Pre_1,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
WT_Pre_1,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
WT_Pre_1,ENSMUST00000182052,0,Gapdh,protein_coding
